source,historic registered,tornado_name,tornado_year,town,overall_photos_folder,tornado_EF,tornado_start_lat,tornado_end_lat,tornado_start_long,tornado_end_long,latitude,longitude,complete_address,building_name_listing,building_name_current,archetype,located_in_historic_district,occupany_u,number_stories,year_built_u,building_area_m2,building_urban_setting,building_position_on_street,buidling_height_m,first_floor_elevation_m,front_elevation_orientation,first_floor_ceiling_m,wall_length_side,wall_length_front,wall_thickness,roof_shape_u,roof_slope_u,construction_type_u,construction_type_u_unc,mwfrs_u_wall,mwfrs_u_roof,mwfrs_u_moment_frame,mwfrs_u_unc,masonry_leaves,masonry_leaves_unc,structural_wall_system_u,foundation_type_u,foundation_type_u_unc,wall_anchorage_type_u,wall_anchorage_type_u_unc,wall_substrate_u,wall_substrate_u_unc,wall_cladding_u,wall_cladding_u_unc,soffit_type_u,soffit_present_u,wall_fenesteration_per_front,wall_fenesteration_per_back,wall_fenesteration_per_right,wall_fenesteration_per_left,wall_fenestration_per_n,wall_fenestration_per_s,wall_fenestration_per_e,wall_fenestration_per_w,wall_fenestration_per_w,wall_fenesteration_protection_front,wall_fenesteration_protection_back,wall_fenesteration_protection_right,wall_fenesteration_protection_left,fenestration_protection_type_front,fenestration_protection_type_back,fenestration_protection_type_right,fenestration_protection_type_left,large_door_present_front,large_door_present_back,large_door_present_right,large_door_present_left,door_present_n,door_present_s,door_present_e,door_present_w,roof_system_u,roof_system_u_unc,r2wall_attachment_u,roof_substrate_type_u,roof_substrate_type_u_unc,roof_cover_u,roof_cover_u_unc,overhang_length_u,parapet_height_m,retrofit_year_u,retrofit_present_u,retrofit_type_u,retrofit_type_unc_u,hazards_present_u,status_u,wind_damage_rating_u,damage_indicator_u,degree_of_damage_u,wind_damage_details_u,roof_structure_damage_u,roof_structure_damage_u_per,roof_susbtrate_damage_u,roof_substrate_damage_per,foundation_failure_u,foundation_failure_per_u,wall_structure_damage_per_front,wall_structure_damage_per_back,wall_structure_damage_per_left,wall_structure_damage_per_right,wall_structure_damage_u,wall_structure_damage_n,wall_structure_damage_s,wall_structure_damage_e,wall_structure_damage_w,wall_substrate_damage_per_front,wall_substrate_damage_per_back,wall_substrate_damage_per_right,wall_substrate_damage_per_left,wall_substrate_damage_n,wall_substrate_damage_s,wall_substrate_damage_e,wall_substrate_damage_w,wall_substrate_damage_u,wall_cladding_damage_per_front,wall_cladding_damage_per_back,wall_cladding_damage_per_right,wall_cladding_damage_per_left,wall_cladding_damage_n,wall_cladding_damage_s,wall_cladding_damage_e,wall_cladding_damage_w,damaged_fenesteration_per_front,damaged_fenesteration_per_back,damaged_fenesteration_per_right,damaged_fenesteration_per_left,wall_fenestration_damage_per_n,wall_fenestration_damage_per_s,wall_fenestration_damage_per_e,wall_fenestration_damage_per_w,soffit_damage_per_u,fascia_damage_per_u,piles_damage_u,foundation_damage_cause_u,foundation_damage_u,foundation_damage_u_per,risk_category_16,building_low_rise,national_register_listing_year,existed_during_tornado,buidling_use_before_tornado,buidling_use_after_tornado,buidling_use_plan_after_tornado,demolishing_year,single_unit,multiple_unit,world_heritage_property,hague_convention,sub_national_heritage _list,iucn_protected_area,property_of_local_significance,const_material_h_stone,const_material_h_brick,const_material_h_wood,const_material_h_mud,const_material_h_rf_masonry,const_material_h_rglr_stone,const_material_h_rf_conc,const_material_h_ir_stone,const_material_h_othr,const_material_v_stone,const_material_v_brick,const_material_v_wood,const_material_v_mud,const_material_v_rf_masonry,const_material_v_rglr_stone,const_material_v_rf_conc,const_material_v_ir_stone,const_material_v_othr,prop_agricultural ,prop_cave,prop_culture _entertainment_facility,prop_forest,prop_industrial_facility,prop_lake,prop_military,prop_nature,prop_religious,prop_rock formation,prop_sports_facility,prop_unilities_facility,prop_archaeological,prop_commemorative structure or landmark,prop_ecosystem,prop_habitat,prop_infrastructure,prop_law / government facility,prop_mine,prop_park / garden,prop_residential facility,prop_scenic area,prop_transportation facility,prop_volcano,prop_battlefield,prop_commercial / exchange facility,prop_educational facility,prop_health / welfare facility,prop_island(s),prop_marine zone,prop_mountain,parking / storage facility,river catchment system,sea,underground facility,zoological park,prop_val_evidential,prop_val_historical,prop_val_aesthetic,prop_val_communal,owner_individual,owner_business,owner_government,owner_ngo,owner_religious ,owner_unknown,buidling_existed_5_yrs_before_tornado,buidling_existed_3_yrs_before_tornado,buidling_existed_1_yrs_before_tornado,building_existed_during_tornado,building_in_use_during_tornado,building_use_during_tornado,damage_status,building_demolished_1_yrs_after_tornado,building_demolished_3_yrs_after_tornado,building_demolished_5_yrs_after_tornado,notes
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,631 Woodland St Nashville TN 37208 US,1,36.1717,36.1525,-86.9526,-85.8904,36.17365448,-86.76062779,631 Woodland St Nashville TN 37206 US,Miles House,Phillip Miller Law Offices,19,no,business,2,1850,233.76,isolated,recessed,10.6,1.5,s,3,15.52,15.65,0.3,complex,45,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,stone,2,un,1,not_applicable,3,brick,3,wood,yes,35,20,10,15,20,35,10,15,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,3,asphalt,3,0.3,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,business,business,business,not_applicable,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,some,considerable,some,0,1,0,0,0,0,yes,yes,yes,yes,yes,business,undamaged,no,no,no,"complex roof: gable, hip (pyramid)"
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,615 Woodland St Nashville TN 37206 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17331233,-86.76169374,615 Woodland St Nashville TN 37206 US,,,6,no,residential,1,1926,119,isolated,recessed,5,0.6,s,2.7,18.3,8.8,0.2,complex,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,3,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,stone,3,wood,yes,40,20,35,35,20,40,35,35,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,3,asphalt,3,0.2,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,1,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,limited,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,"one story stone residential building, no pictures of the back and some of the photos have lots of trees so I used older"
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,611 Woodland St Nashville TN 37206 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17320937,-86.76201666,611 Woodland St Nashville TN 37206 US,,,6,no,residential,1,1940,200,isolated,recessed,5,0.7,s,3,18.4,10.7,0.2,gable,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,3,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick ,3,wood,yes,20,20,20,20,20,20,20,20,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,3,asphalt,3,0.2,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,1,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,limited,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,one story brick residential building with a gable roof
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,609 Woodland St Nashville TN 37206 US,0,36.1717,36.1525,-86.9526,-85.8904,36.1731378,-86.76214815,609 Woodland St Nashville TN 37206 US,,,6,no,residential,2,1910,231,isolated,recessed,7.5,0.6,s,3,20.1,11.9,0.2,gable,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,3,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,wood,yes,35,15,40,40,15,35,40,40,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,3,asphalt,3,0.3,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,1,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,limited,limited,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,two story brick residential building with a gable roof
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,605 Woodland St Nashville TN 37206 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17300818,-86.76247488,605 Woodland St Nashville TN 37206 US,,,19,no,residential,2,1926,252,isolated,recessed,7,0.6,s,3,18.2,13.9,0.2,gable,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,3,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,wood,yes,35,30,45,45,30,35,45,45,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,3,asphalt,3,0.4,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,1,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,limited,limited,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,two story brick residential building not damaged and big trees cover the front of the building 
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,601 Woodland St Nashville TN 37206 US,0,36.1717,36.1525,-86.9526,-85.8904,36.172907,-86.762792,601 Woodland St Nashville TN 37206 US,Casa,,19,no,business,2,1917,195,isolated,recessed,7,0.5,s,3,20.4,9.7,0.2,gable,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,3,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,wood,yes,40,25,25,25,25,40,25,25,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,3,asphalt,3,0.2,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,business,business,business,not_applicable,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,some,some,some,considerable,0,1,0,0,0,0,yes,yes,yes,yes,yes,business,undamaged,no,no,no,two story business building 
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,803 Main St Nashville TN 37206 US,2,36.1717,36.1525,-86.9526,-85.8904,36.17570037,-86.75865266,803 Main St Nashville TN 37206 US,Braden United Methodist Church,,19,no,religious,2,1894,264,isolated,recessed,7,0.5,s,3,23,12.3,0.2,gable,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,3,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,wood,yes,10,10,15,15,10,10,15,15,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,3,asphalt,3,0.4,0,,no,not_applicable,3,wind,minor,1,1,1,"damage to front of building, door and windows",0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,5,0,0,0,0,5,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,religious,religious,religious,not_applicable,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,considerable,some,considerable,considerable,0,0,0,0,1,0,yes,yes,yes,yes,yes,religious,minor,no,no,no,"two story brick church. It was damaged in the front and it was super minor, only damaged in the front which is the south facing location"
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,110 McFerrin Ave Nashville TN 37206 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17871596,-86.75557984,110 McFerrin Ave Nashville TN 37206 US,,,6,no,residential,1.5,1920,173,isolated,recessed,6.5,0.5,e,3,15.7,9.03,0.2,gable,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,3,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,wood,yes,5,5,5,5,5,5,5,5,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,3,asphalt,3,0.2,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,1,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,limited,limited,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,1.5 story brick residential house. Not damaged
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,820 Ramsey St Nashville TN 37206 US,1,36.1717,36.1525,-86.9526,-85.8904,36.17690166,-86.75748863,820 Ramsey St Nashville TN 37206 US,,,6,no,residential,1.5,1920,202,isolated,recessed,6.5,0.5,n,3,19.2,10.3,0.2,hip,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,3,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,stone,3,wood,yes,5,2,10,10,5,5,10,10,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,3,asphalt,3,0.4,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,1,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,limited,limited,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,1.5 residential building with stone
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,100 Neill Ave Nashville TN 37206 US,2,36.1717,36.1525,-86.9526,-85.8904,36.17689763,-86.75850314,100 Neill Ave Nashville TN 37206 US,,,19,no,residential,2.5,1949,284.23,isolated,recessed,7.4,0.2,e,2.8,23.59,11.84,0.4,complex,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,stone,3,un,yes,40,40,20,30,20,30,40,40,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,2,asphalt,3,0.5,0,2003,yes,building_addition,3,wind,moderate,3,3,3,,2,30,2,30,0,0,0,50,10,10,2,10,10,0,50,0,50,10,10,10,10,0,50,2,0,80,20,20,20,20,0,80,0,100,20,20,20,20,0,100,20,20,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,not_applicable,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no value,no value,limited,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,moderate,no,no,no,the entire section of the building which was destroyed during the tornado is made of a wood frame and was the addition to the main masonry building
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,910 Main St Nashville TN 37206 US,2,36.1717,36.1525,-86.9526,-85.8904,36.17614096,-86.75630506,910 Main St Nashville TN 37206 US,,,6,no,business,1,1940,209.8,isolated,right_on_street,3.7,0.6,n,2.7,21.21,13.51,0.2,complex,0,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,un,1,un,1,not_applicable,3,brick,3,un,yes,40,10,15,0,40,10,0,15,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,1,un,dimensional_lumber,2,asphalt,3,0.3,1,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,business,business,business,not_applicable,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,no value,limited,limited,limited,0,1,0,0,0,0,yes,yes,yes,yes,yes,business,undamaged,no,no,no,complex roof: flat and gable; no apparent sign of damage
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,820 Woodland St Nashville TN 37206 US,1,36.1717,36.1525,-86.9526,-85.8904,36.174617,-86.756983,820 Woodland St Nashville TN 37206 US,,,19,no,residential,2,1910,127.27,isolated,recessed,5.8,1,n,2.8,13.31,12.33,0.3,gable,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,un,yes,35,70,20,20,35,70,20,20,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_trusses,2,un,dimensional_lumber,2,asphalt,3,0.3,0,un,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,limited,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,822 Woodland St Nashville TN 37206 US,1,36.1717,36.1525,-86.9526,-85.8904,36.174656,-86.756883,822 Woodland St Nashville TN 37206 US,Urban Housing Solutions,,19,un,business,2,1890,249.8,isolated,recessed,9.5,0.8,n,3,25.62,11.6,0.2,complex,45,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,wood,yes,35,20,15,20,35,20,20,15,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,dimensional_lumber,2,asphalt,3,0.3,0,un,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,business,business,business,not_applicable,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,limited,limited,some,limited,0,1,0,0,0,0,yes,yes,yes,yes,yes,business,undamaged,no,no,no,"historic residential turned business; complex roof: hip, dormer"
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,809 Russell St Nashville TN 37206 US,0,36.1717,36.1525,-86.9526,-85.8904,36.173708,-86.757389,809 Russell St Nashville TN 37206 US,,,19,un,residential,2,1898,544.92,isolated,recessed,10.6,1,s,3,41.38,15.15,0.3,hip,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,wood,yes,35,40,20,30,40,35,20,30,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,yes,no,no,yes,no,no,no,wooden_un,3,un,dimensional_lumber,2,asphalt,3,0.3,0,2013,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,some,considerable,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,no available street view of the house after the tornado; no imagery avaiable of the left side of the house
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,813 Russell St Nashville TN 37206 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17383231,-86.7569895,813 Russell St Nashville TN 37206 US, , ,19,un,residential,2,1899,228,isolated,recessed,9.5,0.8,s,3.5,16.3,11.7,0.2,hip,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,1,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,wood,yes,30,20,30,30,20,30,30,30,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,1,un,dimensional_lumber,2,asphalt,3,0.75,0, ,no,not_applicable,3,wind,undamaged,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes, ,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,limited,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,no available street view of the house after the tornado or the right side due to foliage or the back
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,817 Russell St Nashville TN 37206 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17395758,-86.75670236,817 Russell St Nashville TN 37206 US,,,19,un,residential,2,1920,200,isolated,recessed,6.2,1,s,2.7,18,10.9,0.2,hip,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,1,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,un,yes,20,20,15,15,20,20,15,15,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,1,un,un,1,asphalt,3,0.4,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,limited,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,no available street view of the house after the tornado or clear images of the house because a big tree is right in front of the house 
